productName|link|logo|productId|ranking|company_name|annualFee|badges1|badges2|badges3|badges4|balanceTransfer|bankName|cardProvider|cardType|currency|hasAirMiles|hasCashBack|hasPetrolRewards|hasPoints|interestRate|keyBenefit1|keyBenefit2|keyBenefit3|logoAltText|lowInterestThreshold|minMonthlyIncome|premium|cashBackRewardsRetail|cashBackRewardsSpecial|cashBackRewardsHotels|milesRewardsEnrichMiles|pointRewardsRetail|language|hasOctopus|hasPromotion|promoText|promoExpiry||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
恒生日航卡恒生日航卡恒生日航卡恒生日航卡恒生日航卡恒生日航卡恒生日航卡恒生日航卡恒生日航卡恒生日航卡恒生日航卡恒生日航卡恒生日航卡恒生日航卡恒生日航卡恒生日航卡恒生日航卡|https://bank.hangseng.com/1/2/personal/cards/online-applications/credit-cards|hang-seng-jal-hang-seng-card.jpg||1|34|0|||||0|恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行|MasterCard|personal|HKD|TRUE|FALSE|FALSE|FALSE|32.99|訂購日本各線機票連酒店套票折扣優惠|於香港日航酒店之指定食府專享9折優惠於香港日航酒店之指定食府專享9折優惠於香港日航酒店之指定食府專享9折優惠於香港日航酒店之指定食府專享9折優惠於香港日航酒店之指定食府專享9折優惠於香港日航酒店之指定食府專享9折優惠於香港日航酒店之指定食府專享9折優惠於香港日航酒店之指定食府專享9折優惠於香港日航酒店之指定食府專享9折優惠於香港日航酒店之指定食府專享9折優惠於香港日航酒店之指定食府專享9折優惠於香港日航酒店之指定食府專享9折優惠於香港日航酒店之指定食府專享9折優惠於香港日航酒店之指定食府專享9折優惠於香港日航酒店之指定食府專享9折優惠於香港日航酒店之指定食府專享9折優惠於香港日航酒店之指定食府專享9折優惠|尊享高達9折優惠享受指定日本料理|恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行 MasterCard 恒生日航卡恒生日航卡恒生日航卡恒生日航卡恒生日航卡恒生日航卡恒生日航卡恒生日航卡恒生日航卡恒生日航卡恒生日航卡恒生日航卡恒生日航卡恒生日航卡恒生日航卡恒生日航卡恒生日航卡|32|48000|FALSE|0||Yes|10||zh|TRUE|TRUE| 獲贈日航飛行儲蓄計劃 (JMB) 5000里數3年免年費|31/12/2013||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
JAL Hang Seng Gold Card|https://bank.hangseng.com/1/2/personal/cards/online-applications/credit-cards|hang-seng-jal-hang-seng-gold-card.jpg||1|19|0|||||0|Hang Seng Bank|MasterCard|personal|HKD|TRUE|FALSE|FALSE|FALSE|32.99|Enjoy discounts for purchasing Japan air tickets and hotel pacakage|Up to 10% off at designated restaurants |Up to 10% discounts at designated Japanese restaurants|Hang Seng Bank MasterCard JAL Hang Seng Gold Card|32|48000|FALSE|0||Yes|10||en|TRUE|TRUE|5000 JMB Miles + 3-year Annual Fee Waiver|31/12/2013||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
恒生日航金卡恒生日航金卡恒生日航金卡恒生日航金卡恒生日航金卡恒生日航金卡恒生日航金卡恒生日航金卡恒生日航金卡恒生日航金卡恒生日航金卡恒生日航金卡恒生日航金卡恒生日航金卡恒生日航金卡恒生日航金卡恒生日航金卡|https://bank.hangseng.com/1/2/personal/cards/online-applications/credit-cards|hang-seng-jal-hang-seng-gold-card.jpg||1|34|0|||||0|恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行|MasterCard|personal|HKD|TRUE|FALSE|FALSE|FALSE|32.99|訂購日本各線機票連酒店套票折扣優惠|於香港日航酒店之指定食府專享9折優惠於香港日航酒店之指定食府專享9折優惠於香港日航酒店之指定食府專享9折優惠於香港日航酒店之指定食府專享9折優惠於香港日航酒店之指定食府專享9折優惠於香港日航酒店之指定食府專享9折優惠於香港日航酒店之指定食府專享9折優惠於香港日航酒店之指定食府專享9折優惠於香港日航酒店之指定食府專享9折優惠於香港日航酒店之指定食府專享9折優惠於香港日航酒店之指定食府專享9折優惠於香港日航酒店之指定食府專享9折優惠於香港日航酒店之指定食府專享9折優惠於香港日航酒店之指定食府專享9折優惠於香港日航酒店之指定食府專享9折優惠於香港日航酒店之指定食府專享9折優惠於香港日航酒店之指定食府專享9折優惠|尊享高達9折優惠享受指定日本料理|恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行 MasterCard 恒生日航金卡恒生日航金卡恒生日航金卡恒生日航金卡恒生日航金卡恒生日航金卡恒生日航金卡恒生日航金卡恒生日航金卡恒生日航金卡恒生日航金卡恒生日航金卡恒生日航金卡恒生日航金卡恒生日航金卡恒生日航金卡恒生日航金卡|32|48000|FALSE|0||Yes|10||zh|TRUE|TRUE| 獲贈日航飛行儲蓄計劃 (JMB) 5000里數3年免年費|31/12/2013||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
JAL Hang Seng Platinum Card|https://bank.hangseng.com/1/2/personal/cards/online-applications/credit-cards|hang-seng-jal-hang-seng-platinum-card.jpg||1|19|0|||||0|Hang Seng Bank|MasterCard|personal|HKD|TRUE|FALSE|FALSE|FALSE|32.99|Enjoy discounts for purchasing Japan air tickets and hotel pacakage|Up to 10% off at designated restaurants |Up to 10% discounts at designated Japanese restaurants|Hang Seng Bank MasterCard JAL Hang Seng Platinum Card|32|48000|FALSE|0||Yes|10||en|TRUE|TRUE|5000 JMB Miles + 3-year Annual Fee Waiver|31/12/2013||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
恒生日航白金卡恒生日航白金卡恒生日航白金卡恒生日航白金卡恒生日航白金卡恒生日航白金卡恒生日航白金卡恒生日航白金卡恒生日航白金卡恒生日航白金卡恒生日航白金卡恒生日航白金卡恒生日航白金卡恒生日航白金卡恒生日航白金卡恒生日航白金卡恒生日航白金卡|https://bank.hangseng.com/1/2/chi/personal/cards/online-applications/credit-cards?flow_type=aip&card_type=hangseng|hang-seng-jal-hang-seng-platinum-card.jpg||1|34|0|||||0|恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行|MasterCard|personal|HKD|TRUE|FALSE|FALSE|FALSE|32.99|訂購日本各線機票連酒店套票折扣優惠|於香港日航酒店之指定食府專享9折優惠於香港日航酒店之指定食府專享9折優惠於香港日航酒店之指定食府專享9折優惠於香港日航酒店之指定食府專享9折優惠於香港日航酒店之指定食府專享9折優惠於香港日航酒店之指定食府專享9折優惠於香港日航酒店之指定食府專享9折優惠於香港日航酒店之指定食府專享9折優惠於香港日航酒店之指定食府專享9折優惠於香港日航酒店之指定食府專享9折優惠於香港日航酒店之指定食府專享9折優惠於香港日航酒店之指定食府專享9折優惠於香港日航酒店之指定食府專享9折優惠於香港日航酒店之指定食府專享9折優惠於香港日航酒店之指定食府專享9折優惠於香港日航酒店之指定食府專享9折優惠於香港日航酒店之指定食府專享9折優惠|尊享高達9折優惠享受指定日本料理|恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行 MasterCard 恒生日航白金卡恒生日航白金卡恒生日航白金卡恒生日航白金卡恒生日航白金卡恒生日航白金卡恒生日航白金卡恒生日航白金卡恒生日航白金卡恒生日航白金卡恒生日航白金卡恒生日航白金卡恒生日航白金卡恒生日航白金卡恒生日航白金卡恒生日航白金卡恒生日航白金卡|32|48000|FALSE|0||Yes|10||zh|TRUE|TRUE| 獲贈日航飛行儲蓄計劃 (JMB) 5000里數3年免年費|31/12/2013||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
MasterCard|https://bank.hangseng.com/1/2/personal/cards/online-applications/credit-cards|hang-seng-mastercard.jpg||1|19|0|||||0|Hang Seng Bank|MasterCard|personal|HKD|FALSE|FALSE|FALSE|TRUE|32.99|Accumulate Annual Fee Waiver Spending to enjoy Annual Fee Waiver|Credit Card Interest-free Cash Instalment / Spending Instalment|Up to 1600 Cash Dollars Reward for applying two cards |Hang Seng Bank MasterCard MasterCard|32|48000|FALSE|0||Yes|0|250 HK$= $1 Cash Dollar for every retail spending made|en|TRUE|TRUE|Welcome Offer of Interest free cash installment plan up to HK$60000 with handling fee waiver + 3-year Annual Fee Waiver + Up to HK$800 cash rebate |24/12/2013||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
萬事達卡萬事達卡萬事達卡萬事達卡萬事達卡萬事達卡萬事達卡萬事達卡萬事達卡萬事達卡萬事達卡萬事達卡萬事達卡萬事達卡萬事達卡萬事達卡|https://bank.hangseng.com/1/2/chi/personal/cards/online-applications/credit-cards?flow_type=aip&card_type=hangseng|hang-seng-mastercard.jpg||1|34|0|||||0|恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行|MasterCard|personal|HKD|FALSE|FALSE|FALSE|TRUE|32.99|累積「免年費簽賬額」用作減免年費累積「免年費簽賬額」用作減免年費累積「免年費簽賬額」用作減免年費累積「免年費簽賬額」用作減免年費累積「免年費簽賬額」用作減免年費累積「免年費簽賬額」用作減免年費累積「免年費簽賬額」用作減免年費累積「免年費簽賬額」用作減免年費累積「免年費簽賬額」用作減免年費累積「免年費簽賬額」用作減免年費累積「免年費簽賬額」用作減免年費累積「免年費簽賬額」用作減免年費累積「免年費簽賬額」用作減免年費累積「免年費簽賬額」用作減免年費累積「免年費簽賬額」用作減免年費累積「免年費簽賬額」用作減免年費|信用卡免息現金分期 / 「簽賬及消費分期」計劃|成功申請兩張信用卡獲贈高達1600 Cash Dollar成功申請兩張信用卡獲贈高達1600 Cash Dollar成功申請兩張信用卡獲贈高達1600 Cash Dollar成功申請兩張信用卡獲贈高達1600 Cash Dollar成功申請兩張信用卡獲贈高達1600 Cash Dollar成功申請兩張信用卡獲贈高達1600 Cash Dollar成功申請兩張信用卡獲贈高達1600 Cash Dollar成功申請兩張信用卡獲贈高達1600 Cash Dollar成功申請兩張信用卡獲贈高達1600 Cash Dollar成功申請兩張信用卡獲贈高達1600 Cash Dollar成功申請兩張信用卡獲贈高達1600 Cash Dollar成功申請兩張信用卡獲贈高達1600 Cash Dollar成功申請兩張信用卡獲贈高達1600 Cash Dollar成功申請兩張信用卡獲贈高達1600 Cash Dollar成功申請兩張信用卡獲贈高達1600 Cash Dollar成功申請兩張信用卡獲贈高達1600 Cash Dollar|恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行 MasterCard 萬事達卡萬事達卡萬事達卡萬事達卡萬事達卡萬事達卡萬事達卡萬事達卡萬事達卡萬事達卡萬事達卡萬事達卡萬事達卡萬事達卡萬事達卡萬事達卡|32|48000|FALSE|0||Yes|0|HK$250憑卡簽賬賺取$1恒生信用卡Cash DollarHK$250憑卡簽賬賺取$1恒生信用卡Cash DollarHK$250憑卡簽賬賺取$1恒生信用卡Cash DollarHK$250憑卡簽賬賺取$1恒生信用卡Cash DollarHK$250憑卡簽賬賺取$1恒生信用卡Cash DollarHK$250憑卡簽賬賺取$1恒生信用卡Cash DollarHK$250憑卡簽賬賺取$1恒生信用卡Cash DollarHK$250憑卡簽賬賺取$1恒生信用卡Cash DollarHK$250憑卡簽賬賺取$1恒生信用卡Cash DollarHK$250憑卡簽賬賺取$1恒生信用卡Cash DollarHK$250憑卡簽賬賺取$1恒生信用卡Cash DollarHK$250憑卡簽賬賺取$1恒生信用卡Cash DollarHK$250憑卡簽賬賺取$1恒生信用卡Cash DollarHK$250憑卡簽賬賺取$1恒生信用卡Cash DollarHK$250憑卡簽賬賺取$1恒生信用卡Cash DollarHK$250憑卡簽賬賺取$1恒生信用卡Cash Dollar|zh|TRUE|TRUE|高達HK$60000之現金分期完全免息手續費3年免年費高達HK$800 Cash Dollars獎賞高達HK$60000之現金分期完全免息手續費3年免年費高達HK$800 Cash Dollars獎賞高達HK$60000之現金分期完全免息手續費3年免年費高達HK$800 Cash Dollars獎賞高達HK$60000之現金分期完全免息手續費3年免年費高達HK$800 Cash Dollars獎賞高達HK$60000之現金分期完全免息手續費3年免年費高達HK$800 Cash Dollars獎賞高達HK$60000之現金分期完全免息手續費3年免年費高達HK$800 Cash Dollars獎賞高達HK$60000之現金分期完全免息手續費3年免年費高達HK$800 Cash Dollars獎賞高達HK$60000之現金分期完全免息手續費3年免年費高達HK$800 Cash Dollars獎賞高達HK$60000之現金分期完全免息手續費3年免年費高達HK$800 Cash Dollars獎賞高達HK$60000之現金分期完全免息手續費3年免年費高達HK$800 Cash Dollars獎賞高達HK$60000之現金分期完全免息手續費3年免年費高達HK$800 Cash Dollars獎賞高達HK$60000之現金分期完全免息手續費3年免年費高達HK$800 Cash Dollars獎賞高達HK$60000之現金分期完全免息手續費3年免年費高達HK$800 Cash Dollars獎賞高達HK$60000之現金分期完全免息手續費3年免年費高達HK$800 Cash Dollars獎賞高達HK$60000之現金分期完全免息手續費3年免年費高達HK$800 Cash Dollars獎賞高達HK$60000之現金分期完全免息手續費3年免年費高達HK$800 Cash Dollars獎賞|24/12/2013||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
MUJI Visa Card|https://bank.hangseng.com/1/2/personal/cards/online-applications/credit-cards|hang-seng-muji-visa-card.jpg||1|19|0|||||0|Hang Seng Bank|Visa|personal|HKD|FALSE|FALSE|FALSE|TRUE|32.99|Annual Fee Waiver Privileges|For every HK$100 spending with MUJI Card at MUJI you will earn $5 MUJI Dollars that can be used as cash for next purchase at MUJI. You can also enjoy Hang Seng Credit Card Cash Dollars on all spending.|Earn an extra $50 MUJI Dollar for every accumulated spending of HK$$5000 |Hang Seng Bank Visa MUJI Visa Card|32|48000|FALSE|0||Yes|0|100 HK$=$5 MUJI Dollars for every spending with MUJI Card at MUJI|en|TRUE|TRUE|$200 MUJI Dollars + perpetual fee waiver|24/12/2013||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
MUJI Visa 卡MUJI Visa 卡MUJI Visa 卡MUJI Visa 卡MUJI Visa 卡MUJI Visa 卡MUJI Visa 卡MUJI Visa 卡MUJI Visa 卡MUJI Visa 卡MUJI Visa 卡MUJI Visa 卡MUJI Visa 卡MUJI Visa 卡MUJI Visa 卡MUJI Visa 卡|https://bank.hangseng.com/1/2/chi/personal/cards/online-applications/credit-cards?flow_type=aip&card_type=hangseng|hang-seng-muji-visa-card.jpg||1|34|0|||||0|恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行|Visa|personal|HKD|FALSE|FALSE|FALSE|TRUE|32.99|免年費優惠免年費優惠免年費優惠免年費優惠免年費優惠免年費優惠免年費優惠免年費優惠免年費優惠免年費優惠免年費優惠免年費優惠免年費優惠免年費優惠免年費優惠免年費優惠|憑卡於MUJI購物簽賬每滿HK$100可專享$5 MUJI Dollars同時亦可享有恒生信用卡Cash Dollars |累積簽賬每滿 HK$5000可額外獲贈$50 MUJI Dollars|恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行 Visa MUJI Visa 卡MUJI Visa 卡MUJI Visa 卡MUJI Visa 卡MUJI Visa 卡MUJI Visa 卡MUJI Visa 卡MUJI Visa 卡MUJI Visa 卡MUJI Visa 卡MUJI Visa 卡MUJI Visa 卡MUJI Visa 卡MUJI Visa 卡MUJI Visa 卡MUJI Visa 卡|32|48000|FALSE|0||Yes|0|憑卡於MUJI購物簽賬每滿 HK$100 可專享 $5 MUJI Dollars憑卡於MUJI購物簽賬每滿 HK$100 可專享 $5 MUJI Dollars憑卡於MUJI購物簽賬每滿 HK$100 可專享 $5 MUJI Dollars憑卡於MUJI購物簽賬每滿 HK$100 可專享 $5 MUJI Dollars憑卡於MUJI購物簽賬每滿 HK$100 可專享 $5 MUJI Dollars憑卡於MUJI購物簽賬每滿 HK$100 可專享 $5 MUJI Dollars憑卡於MUJI購物簽賬每滿 HK$100 可專享 $5 MUJI Dollars憑卡於MUJI購物簽賬每滿 HK$100 可專享 $5 MUJI Dollars憑卡於MUJI購物簽賬每滿 HK$100 可專享 $5 MUJI Dollars憑卡於MUJI購物簽賬每滿 HK$100 可專享 $5 MUJI Dollars憑卡於MUJI購物簽賬每滿 HK$100 可專享 $5 MUJI Dollars憑卡於MUJI購物簽賬每滿 HK$100 可專享 $5 MUJI Dollars憑卡於MUJI購物簽賬每滿 HK$100 可專享 $5 MUJI Dollars憑卡於MUJI購物簽賬每滿 HK$100 可專享 $5 MUJI Dollars憑卡於MUJI購物簽賬每滿 HK$100 可專享 $5 MUJI Dollars憑卡於MUJI購物簽賬每滿 HK$100 可專享 $5 MUJI Dollars|zh|TRUE|TRUE|$200 MUJI Dollars + 永久免年費優惠|24/12/2013||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
MUJI Visa Platinum Card|https://bank.hangseng.com/1/2/personal/cards/online-applications/credit-cards|hang-seng-muji-visa-platinum-card.jpg||1|19|0|||||0|Hang Seng Bank|Visa|personal|HKD|FALSE|FALSE|FALSE|TRUE|32.99|Annual Fee Waiver Privileges|Exclusive Platinum Card privileges|Discount at HK$0.9/litre and 2x Cash Dollars at Caltex with Techron®|Hang Seng Bank Visa MUJI Visa Platinum Card|32|48000|FALSE|0||Yes|0|100 HK$=$5 MUJI Dollars for every spending with MUJI Card at MUJI|en|TRUE|TRUE|$200 MUJI Dollars + perpetual fee waiver|24/12/2013||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
MUJI Visa 白金卡MUJI Visa 白金卡MUJI Visa 白金卡MUJI Visa 白金卡MUJI Visa 白金卡MUJI Visa 白金卡MUJI Visa 白金卡MUJI Visa 白金卡MUJI Visa 白金卡MUJI Visa 白金卡MUJI Visa 白金卡MUJI Visa 白金卡MUJI Visa 白金卡MUJI Visa 白金卡MUJI Visa 白金卡MUJI Visa 白金卡|https://bank.hangseng.com/1/2/chi/personal/cards/online-applications/credit-cards?flow_type=aip&card_type=hangseng|hang-seng-muji-visa-platinum-card.jpg||1|34|0|||||0|恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行|Visa|personal|HKD|FALSE|FALSE|FALSE|TRUE|32.99|免年費優惠免年費優惠免年費優惠免年費優惠免年費優惠免年費優惠免年費優惠免年費優惠免年費優惠免年費優惠免年費優惠免年費優惠免年費優惠免年費優惠免年費優惠免年費優惠|白金卡尊享優惠|加德士特配Techron® 汽油折扣每公升HK$0.9及2x Cash Dollars |恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行 Visa MUJI Visa 白金卡MUJI Visa 白金卡MUJI Visa 白金卡MUJI Visa 白金卡MUJI Visa 白金卡MUJI Visa 白金卡MUJI Visa 白金卡MUJI Visa 白金卡MUJI Visa 白金卡MUJI Visa 白金卡MUJI Visa 白金卡MUJI Visa 白金卡MUJI Visa 白金卡MUJI Visa 白金卡MUJI Visa 白金卡MUJI Visa 白金卡|32|48000|FALSE|0||Yes|0|憑卡於MUJI購物簽賬每滿 HK$100 可專享 5 MUJI Dollars|zh|TRUE|TRUE|$200 MUJI Dollars + 永久免年費優惠|24/12/2013||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
